State,Class,System,International Roughness Index,Value
Missouri,Urban (miles),Major and Minor Collector,171-220,550.86954
Mississippi,Urban (miles),Major and Minor Collector,171-220,323.16707
Minnesota,Urban (miles),Major and Minor Collector,171-220,562.08178
Michigan,Urban (miles),Major and Minor Collector,171-220,659.73177
Massachusetts,Urban (miles),Major and Minor Collector,171-220,3.36408
Maryland,Urban (miles),Major and Minor Collector,171-220,465.26792
Maine,Urban (miles),Major and Minor Collector,171-220,87.579
Louisiana,Urban (miles),Major and Minor Collector,171-220,445.5506
Kentucky,Urban (miles),Major and Minor Collector,171-220,226.13964
Kansas,Urban (miles),Major and Minor Collector,171-220,346.23178
Iowa,Urban (miles),Major and Minor Collector,171-220,2.17648
Indiana,Urban (miles),Major and Minor Collector,171-220,858.30247
Illinois,Urban (miles),Major and Minor Collector,171-220,1091.65773
Idaho,Urban (miles),Major and Minor Collector,171-220,0.019
Hawaii,Urban (miles),Major and Minor Collector,171-220,118.799
Georgia,Urban (miles),Major and Minor Collector,171-220,411.03639
Florida,Urban (miles),Major and Minor Collector,171-220,1099.40844
District of Columbia,Urban (miles),Major and Minor Collector,171-220,12.0511
Delaware,Urban (miles),Major and Minor Collector,171-220,75.52925
Connecticut,Urban (miles),Major and Minor Collector,171-220,443.64765
Colorado,Urban (miles),Major and Minor Collector,171-220,396.18781
California,Urban (miles),Major and Minor Collector,171-220,1932.77086
Arkansas,Urban (miles),Major and Minor Collector,171-220,0.57978
Arizona,Urban (miles),Major and Minor Collector,171-220,882.98612
Alaska,Urban (miles),Major and Minor Collector,171-220,37.72539
Alabama,Urban (miles),Major and Minor Collector,171-220,492.00642
United States,Urban (miles),Major and Minor Collector,171-220,22173.92652
Wyoming,Urban (miles),Major and Minor Collector,95-170,50.01353
Wisconsin,Urban (miles),Major and Minor Collector,95-170,0
West Virginia,Urban (miles),Major and Minor Collector,95-170,325.60434
Washington,Urban (miles),Major and Minor Collector,95-170,1086.42927
Virginia,Urban (miles),Major and Minor Collector,95-170,854.56184
Vermont,Urban (miles),Major and Minor Collector,95-170,101.57539
Utah,Urban (miles),Major and Minor Collector,95-170,513.4048
Texas,Urban (miles),Major and Minor Collector,95-170,5973.3314
Tennessee,Urban (miles),Major and Minor Collector,95-170,2.18548
South Dakota,Urban (miles),Major and Minor Collector,95-170,100.72309
South Carolina,Urban (miles),Major and Minor Collector,95-170,1176.24164
Rhode Island,Urban (miles),Major and Minor Collector,95-170,188.93485
Pennsylvania,Urban (miles),Major and Minor Collector,95-170,2270.9275
Oregon,Urban (miles),Major and Minor Collector,95-170,33.32885
Oklahoma,Urban (miles),Major and Minor Collector,95-170,37.21177
Ohio,Urban (miles),Major and Minor Collector,95-170,2325.51992
North Dakota,Urban (miles),Major and Minor Collector,95-170,75.80382
North Carolina,Urban (miles),Major and Minor Collector,95-170,2106.95307
New York,Urban (miles),Major and Minor Collector,95-170,2278.84024
New Mexico,Urban (miles),Major and Minor Collector,95-170,429.75775
New Jersey,Urban (miles),Major and Minor Collector,95-170,390.81873
New Hampshire,Urban (miles),Major and Minor Collector,95-170,215.82062
Nevada,Urban (miles),Major and Minor Collector,95-170,505.65485
Nebraska,Urban (miles),Major and Minor Collector,95-170,2.8802
Montana,Urban (miles),Major and Minor Collector,95-170,113.06892
Missouri,Urban (miles),Major and Minor Collector,95-170,893.2898
Mississippi,Urban (miles),Major and Minor Collector,95-170,574.29579
Minnesota,Urban (miles),Major and Minor Collector,95-170,1288.70159
Michigan,Urban (miles),Major and Minor Collector,95-170,1307.12801
Massachusetts,Urban (miles),Major and Minor Collector,95-170,193.34937
Maryland,Urban (miles),Major and Minor Collector,95-170,921.75592
Maine,Urban (miles),Major and Minor Collector,95-170,261.436
Louisiana,Urban (miles),Major and Minor Collector,95-170,814.45014
Kentucky,Urban (miles),Major and Minor Collector,95-170,547.53849
Kansas,Urban (miles),Major and Minor Collector,95-170,671.89544
Iowa,Urban (miles),Major and Minor Collector,95-170,0
Indiana,Urban (miles),Major and Minor Collector,95-170,1775.84458
Illinois,Urban (miles),Major and Minor Collector,95-170,2253.68257
Idaho,Urban (miles),Major and Minor Collector,95-170,1.68789
Hawaii,Urban (miles),Major and Minor Collector,95-170,153.961
Georgia,Urban (miles),Major and Minor Collector,95-170,2174.67447
Florida,Urban (miles),Major and Minor Collector,95-170,3807.61883
District of Columbia,Urban (miles),Major and Minor Collector,95-170,3.3281
Delaware,Urban (miles),Major and Minor Collector,95-170,194.11254
Connecticut,Urban (miles),Major and Minor Collector,95-170,943.70769
Colorado,Urban (miles),Major and Minor Collector,95-170,742.01848
California,Urban (miles),Major and Minor Collector,95-170,2644.50376
Arkansas,Urban (miles),Major and Minor Collector,95-170,10.06805
Arizona,Urban (miles),Major and Minor Collector,95-170,2517.22667
Alaska,Urban (miles),Major and Minor Collector,95-170,108.47465
Alabama,Urban (miles),Major and Minor Collector,95-170,1615.53569
United States,Urban (miles),Major and Minor Collector,95-170,47616.49556
Wyoming,Urban (miles),Major and Minor Collector,60-94,105.14192
Wisconsin,Urban (miles),Major and Minor Collector,60-94,0
West Virginia,Urban (miles),Major and Minor Collector,60-94,73.1597
Washington,Urban (miles),Major and Minor Collector,60-94,198.10693
Virginia,Urban (miles),Major and Minor Collector,60-94,163.88037
Vermont,Urban (miles),Major and Minor Collector,60-94,60.28172
Utah,Urban (miles),Major and Minor Collector,60-94,107.62934
Texas,Urban (miles),Major and Minor Collector,60-94,2212.55093
Tennessee,Urban (miles),Major and Minor Collector,60-94,0.5855
South Dakota,Urban (miles),Major and Minor Collector,60-94,8.05478
South Carolina,Urban (miles),Major and Minor Collector,60-94,383.03342
Rhode Island,Urban (miles),Major and Minor Collector,60-94,12.09813
Pennsylvania,Urban (miles),Major and Minor Collector,60-94,336.22647
Oregon,Urban (miles),Major and Minor Collector,60-94,29.88304
Oklahoma,Urban (miles),Major and Minor Collector,60-94,19.09317
Ohio,Urban (miles),Major and Minor Collector,60-94,1236.25368
North Dakota,Urban (miles),Major and Minor Collector,60-94,14.43537
North Carolina,Urban (miles),Major and Minor Collector,60-94,479.21439
New York,Urban (miles),Major and Minor Collector,60-94,654.58518
New Mexico,Urban (miles),Major and Minor Collector,60-94,140.10693
New Jersey,Urban (miles),Major and Minor Collector,60-94,25.2194
New Hampshire,Urban (miles),Major and Minor Collector,60-94,90.88259
Nevada,Urban (miles),Major and Minor Collector,60-94,171.32373
Nebraska,Urban (miles),Major and Minor Collector,60-94,0
Montana,Urban (miles),Major and Minor Collector,60-94,33.83413
Missouri,Urban (miles),Major and Minor Collector,60-94,129.45014
Mississippi,Urban (miles),Major and Minor Collector,60-94,103.43382
Minnesota,Urban (miles),Major and Minor Collector,60-94,314.52694
Michigan,Urban (miles),Major and Minor Collector,60-94,469.9954
Massachusetts,Urban (miles),Major and Minor Collector,60-94,0
Maryland,Urban (miles),Major and Minor Collector,60-94,276.36549
Maine,Urban (miles),Major and Minor Collector,60-94,108.886
Louisiana,Urban (miles),Major and Minor Collector,60-94,287.78939
Kentucky,Urban (miles),Major and Minor Collector,60-94,108.84437
Kansas,Urban (miles),Major and Minor Collector,60-94,144.1855
Iowa,Urban (miles),Major and Minor Collector,60-94,0
Indiana,Urban (miles),Major and Minor Collector,60-94,547.65645
Illinois,Urban (miles),Major and Minor Collector,60-94,625.56624
Idaho,Urban (miles),Major and Minor Collector,60-94,1.49625
Hawaii,Urban (miles),Major and Minor Collector,60-94,12.807
Georgia,Urban (miles),Major and Minor Collector,60-94,1258.51602
Florida,Urban (miles),Major and Minor Collector,60-94,1593.33348
District of Columbia,Urban (miles),Major and Minor Collector,60-94,0
Delaware,Urban (miles),Major and Minor Collector,60-94,118.28906
Connecticut,Urban (miles),Major and Minor Collector,60-94,107.87322
Colorado,Urban (miles),Major and Minor Collector,60-94,196.92682
California,Urban (miles),Major and Minor Collector,60-94,401.43493
Arkansas,Urban (miles),Major and Minor Collector,60-94,12.66065
Arizona,Urban (miles),Major and Minor Collector,60-94,304.10657
Alaska,Urban (miles),Major and Minor Collector,60-94,94.63312
Alabama,Urban (miles),Major and Minor Collector,60-94,817.62738
United States,Urban (miles),Major and Minor Collector,60-94,14592.34859
Wyoming,Urban (miles),Major and Minor Collector,Less than 60,11.21097
Wisconsin,Urban (miles),Major and Minor Collector,Less than 60,0
West Virginia,Urban (miles),Major and Minor Collector,Less than 60,3.491
Washington,Urban (miles),Major and Minor Collector,Less than 60,11.58733
Virginia,Urban (miles),Major and Minor Collector,Less than 60,2.2981
Vermont,Urban (miles),Major and Minor Collector,Less than 60,4.12917
Utah,Urban (miles),Major and Minor Collector,Less than 60,9.96311
Texas,Urban (miles),Major and Minor Collector,Less than 60,494.96333
Tennessee,Urban (miles),Major and Minor Collector,Less than 60,1.171
South Dakota,Urban (miles),Major and Minor Collector,Less than 60,0
South Carolina,Urban (miles),Major and Minor Collector,Less than 60,48.21234
Rhode Island,Urban (miles),Major and Minor Collector,Less than 60,0
Pennsylvania,Urban (miles),Major and Minor Collector,Less than 60,31.79751
Oregon,Urban (miles),Major and Minor Collector,Less than 60,2.06226
Oklahoma,Urban (miles),Major and Minor Collector,Less than 60,1.9982
Ohio,Urban (miles),Major and Minor Collector,Less than 60,224.95958
North Dakota,Urban (miles),Major and Minor Collector,Less than 60,1.9538
North Carolina,Urban (miles),Major and Minor Collector,Less than 60,3.27746
New York,Urban (miles),Major and Minor Collector,Less than 60,50.22
New Mexico,Urban (miles),Major and Minor Collector,Less than 60,34.26434
New Jersey,Urban (miles),Major and Minor Collector,Less than 60,3.907
New Hampshire,Urban (miles),Major and Minor Collector,Less than 60,10.74965
Nevada,Urban (miles),Major and Minor Collector,Less than 60,32.95943
Nebraska,Urban (miles),Major and Minor Collector,Less than 60,0
Montana,Urban (miles),Major and Minor Collector,Less than 60,7.00676
Missouri,Urban (miles),Major and Minor Collector,Less than 60,0.2682
Mississippi,Urban (miles),Major and Minor Collector,Less than 60,2.57056
Minnesota,Urban (miles),Major and Minor Collector,Less than 60,102.17896
Michigan,Urban (miles),Major and Minor Collector,Less than 60,54.57675
Massachusetts,Urban (miles),Major and Minor Collector,Less than 60,0
Maryland,Urban (miles),Major and Minor Collector,Less than 60,28.34264
Maine,Urban (miles),Major and Minor Collector,Less than 60,23.41
Louisiana,Urban (miles),Major and Minor Collector,Less than 60,49.73166
Kentucky,Urban (miles),Major and Minor Collector,Less than 60,10.58898
Kansas,Urban (miles),Major and Minor Collector,Less than 60,38.17436
Iowa,Urban (miles),Major and Minor Collector,Less than 60,0
Indiana,Urban (miles),Major and Minor Collector,Less than 60,108.27557
Illinois,Urban (miles),Major and Minor Collector,Less than 60,66.75165
Idaho,Urban (miles),Major and Minor Collector,Less than 60,0.00866
Hawaii,Urban (miles),Major and Minor Collector,Less than 60,1.1
Georgia,Urban (miles),Major and Minor Collector,Less than 60,298.25106
Florida,Urban (miles),Major and Minor Collector,Less than 60,185.08552
District of Columbia,Urban (miles),Major and Minor Collector,Less than 60,0
Delaware,Urban (miles),Major and Minor Collector,Less than 60,12.99438
Connecticut,Urban (miles),Major and Minor Collector,Less than 60,1.01149
Colorado,Urban (miles),Major and Minor Collector,Less than 60,41.01298
California,Urban (miles),Major and Minor Collector,Less than 60,26.42869
Arkansas,Urban (miles),Major and Minor Collector,Less than 60,0.998
Arizona,Urban (miles),Major and Minor Collector,Less than 60,24.83112
Alaska,Urban (miles),Major and Minor Collector,Less than 60,26.91236
Alabama,Urban (miles),Major and Minor Collector,Less than 60,118.26355
United States,Urban (miles),Major and Minor Collector,Less than 60,2213.94948
Wyoming,Urban (miles),Interstate,More than 220,1.35
Wisconsin,Urban (miles),Interstate,More than 220,1.97
West Virginia,Urban (miles),Interstate,More than 220,3.4
Washington,Urban (miles),Interstate,More than 220,2.93
Virginia,Urban (miles),Interstate,More than 220,1.926
Vermont,Urban (miles),Interstate,More than 220,0.081
Utah,Urban (miles),Interstate,More than 220,0.5
Texas,Urban (miles),Interstate,More than 220,6.306
Tennessee,Urban (miles),Interstate,More than 220,2.93
South Dakota,Urban (miles),Interstate,More than 220,0.007
South Carolina,Urban (miles),Interstate,More than 220,6.606
Rhode Island,Urban (miles),Interstate,More than 220,0.439
Pennsylvania,Urban (miles),Interstate,More than 220,20.907
Oregon,Urban (miles),Interstate,More than 220,1.04
Oklahoma,Urban (miles),Interstate,More than 220,4.7
Ohio,Urban (miles),Interstate,More than 220,12.386
North Dakota,Urban (miles),Interstate,More than 220,0
North Carolina,Urban (miles),Interstate,More than 220,2.698
New York,Urban (miles),Interstate,More than 220,38.11
New Mexico,Urban (miles),Interstate,More than 220,1.697
New Jersey,Urban (miles),Interstate,More than 220,17.33
New Hampshire,Urban (miles),Interstate,More than 220,0
Nevada,Urban (miles),Interstate,More than 220,0.309
Nebraska,Urban (miles),Interstate,More than 220,0.71
Montana,Urban (miles),Interstate,More than 220,0.5
Missouri,Urban (miles),Interstate,More than 220,4.027
Mississippi,Urban (miles),Interstate,More than 220,1.685
Minnesota,Urban (miles),Interstate,More than 220,5.836
Michigan,Urban (miles),Interstate,More than 220,16.301
Massachusetts,Urban (miles),Interstate,More than 220,4.78
Maryland,Urban (miles),Interstate,More than 220,11.562
Maine,Urban (miles),Interstate,More than 220,0.3
Louisiana,Urban (miles),Interstate,More than 220,12.98
Kentucky,Urban (miles),Interstate,More than 220,1.039
Kansas,Urban (miles),Interstate,More than 220,1.99
Iowa,Urban (miles),Interstate,More than 220,1.79
Indiana,Urban (miles),Interstate,More than 220,9.976
Illinois,Urban (miles),Interstate,More than 220,17.24
Idaho,Urban (miles),Interstate,More than 220,0.098
Hawaii,Urban (miles),Interstate,More than 220,4.119
Georgia,Urban (miles),Interstate,More than 220,5.348
Florida,Urban (miles),Interstate,More than 220,6.028
District of Columbia,Urban (miles),Interstate,More than 220,3.142
Delaware,Urban (miles),Interstate,More than 220,0.85
Connecticut,Urban (miles),Interstate,More than 220,0.7
Colorado,Urban (miles),Interstate,More than 220,3.7
California,Urban (miles),Interstate,More than 220,27.103
Arkansas,Urban (miles),Interstate,More than 220,5.7
Arizona,Urban (miles),Interstate,More than 220,1.9
Alaska,Urban (miles),Interstate,More than 220,0.458
Alabama,Urban (miles),Interstate,More than 220,12.183
United States,Urban (miles),Interstate,More than 220,328.911
Wyoming,Urban (miles),Interstate,195-220,1.5
Wisconsin,Urban (miles),Interstate,195-220,3.289
West Virginia,Urban (miles),Interstate,195-220,2.3
Washington,Urban (miles),Interstate,195-220,3.58
Virginia,Urban (miles),Interstate,195-220,3.176
Vermont,Urban (miles),Interstate,195-220,0.2
Utah,Urban (miles),Interstate,195-220,1
Texas,Urban (miles),Interstate,195-220,12.596
Tennessee,Urban (miles),Interstate,195-220,2.177
South Dakota,Urban (miles),Interstate,195-220,0.4
South Carolina,Urban (miles),Interstate,195-220,1.328
Rhode Island,Urban (miles),Interstate,195-220,0.217
Pennsylvania,Urban (miles),Interstate,195-220,14.337
Oregon,Urban (miles),Interstate,195-220,1.54
Oklahoma,Urban (miles),Interstate,195-220,5.215
Ohio,Urban (miles),Interstate,195-220,10.087
North Dakota,Urban (miles),Interstate,195-220,0.139
North Carolina,Urban (miles),Interstate,195-220,3.939
New York,Urban (miles),Interstate,195-220,19.12
New Mexico,Urban (miles),Interstate,195-220,0.865
New Jersey,Urban (miles),Interstate,195-220,9.27
New Hampshire,Urban (miles),Interstate,195-220,0
Nevada,Urban (miles),Interstate,195-220,0.8
Nebraska,Urban (miles),Interstate,195-220,0.5
